original_title,original_language,popularity,spoken_languages,genres,production_companies,production_countries
Red Riding: In the Year of Our Lord 1974,en,7.247023,['English'],"['Thriller', 'Mystery', 'Crime', 'Drama']","['Revolution Films', 'Channel Four Films', 'Screen Yorkshire', 'Lipsync Productions']",['United Kingdom']
La Fille du RER,fr,2.351706,['Français'],"['Drama', 'Romance']","['France 2 Cinéma', 'Canal+', 'TPS Star', 'Union Générale Cinématographique (UGC)', 'SBS Films', 'Sofica UGC 1', 'Soficinéma 5', 'Centre National de la Cinématographie (CNC)']",['France']
Veronika Decides to Die,en,4.799022,['English'],"['Drama', 'Romance']","['Velvet Steamroller Entertainment', 'Dash Films', 'Future Films', 'Muse Productions', 'PalmStar Media']",['United States of America']
Crocodile Dundee,en,16.072466,['English'],"['Adventure', 'Comedy']","['Paramount Pictures', 'Rimfire Films']",['Australia']
"Ultramarines: A Warhammer 40,000 Movie",en,3.891186,['English'],"['Animation', 'Science Fiction']","['Good Story Productions', 'POP6', 'Codex Pictures']",['United Kingdom']
The I Inside,en,3.789485,['English'],"['Thriller', 'Mystery', 'Science Fiction']","['Miramax Films', 'Dimension Films', 'MDP Worldwide', 'RCD Productions Ltd.']","['United Kingdom', 'United States of America', 'Germany']"
Beneath Hill 60,en,3.949796,['English'],"['Drama', 'History', 'War']","['New South Wales Film & Television Office', 'Pacific Film and Television Commission', 'Screen Australia', 'The Silence Productions', 'Lucky Country Productions']",['Australia']
Polisse,fr,14.038703,"['العربية', 'Français']",['Drama'],"['Les Productions du Trésor', 'Mars Film Corporation', 'Chaocorp', 'Shortcom']",['France']
Awake,en,18.172736,"['日本語', 'English']","['Thriller', 'Crime', 'Mystery']","['The Weinstein Company', 'Open City Films', 'GreeneStreet Films']",['United States of America']
Star Wars: Clone Wars (Volume 1),en,1.881466,['English'],"['Action', 'Adventure', 'Animation', 'Fantasy', 'Science Fiction']","['Lucasfilm', 'Cartoon Network Studios']","['South Korea', 'United States of America']"
Skin Trade,en,6.677926,"['ภาษาไทย', 'English']","['Thriller', 'Action', 'Drama']","['SC Films International', 'Baumgarten Management and Productions (BMP)', 'Thorbak', 'SC International Pictures', 'Thor Pictures']","['Canada', 'Thailand', 'United States of America']"
The Lost Boys,en,24.750909,['English'],"['Horror', 'Comedy']",['Warner Bros.'],['United States of America']
Crazy Heart,en,17.697042,"['English', 'Español']","['Drama', 'Music', 'Romance']","['Fox Searchlight Pictures', ""Butcher's Run Films"", 'Informant Media']",['United States of America']
The Rose,en,7.000949,['English'],"['Drama', 'Music', 'Romance']",['Twentieth Century Fox Film Corporation'],['United States of America']
Baggage Claim,en,11.436405,['English'],['Comedy'],['Sneak Preview Productions'],['United States of America']
Barbarella,en,14.171759,['English'],['Science Fiction'],"['Paramount Pictures', 'Dino de Laurentiis Cinematografica', 'Marianne Productions']",['United States of America']
Håkon Håkonsen,en,0.702971,"['English', 'Norsk']","['Adventure', 'Family']","['Walt Disney Pictures', 'Filmkameratene A/S', 'Svensk Filmindustri (SF)']","['United States of America', 'Norway', 'Sweden']"
Election,en,13.476596,['English'],['Comedy'],"['Paramount Pictures', 'MTV Films', 'Bona Fide Productions']",['United States of America']
The Namesake,en,3.604863,"['বাংলা', 'Český', 'English', 'Français', 'हिन्दी']",['Drama'],"['Fox Searchlight Pictures', 'Mirabai Films']","['India', 'United States of America']"
The DUFF,en,40.28709,['English'],"['Romance', 'Comedy']","['Wonderland Sound and Vision', 'CBS Films', 'Vast Entertainment']",['United States of America']
Glitter,en,3.809131,['English'],"['Drama', 'Romance']","['Twentieth Century Fox Film Corporation', 'Laurence Mark Productions', 'Columbia Pictures Corporation', 'Glitter Productions', 'Maroon Entertainment']",['United States of America']
The Haunting in Connecticut 2: Ghosts of Georgia,en,11.708343,['English'],"['Horror', 'Drama', 'Thriller']",['Gold Circle Films'],['United States of America']
실미도,ko,2.60632,['한국어/조선말'],"['Action', 'Drama', 'History']",['Hanmac Films'],['South Korea']
Bright Star,en,9.230073,"['Français', 'English']","['Drama', 'Romance']","['BBC Films', 'Pathé Renn Productions', 'UK Film Council', 'Screen Australia', 'Australian Film Finance Corporation (AFFC)', 'Hopscotch Productions', 'Jan Chapman Pictures']","['United Kingdom', 'France', 'Australia']"
My Name Is Khan,en,14.719886,"['English', 'हिन्दी', 'اردو']","['Drama', 'Romance']","['Fox Searchlight Pictures', 'Red Chillies Entertainment', 'Foxstar']","['India', 'United States of America']"
All Is Lost,en,28.540614,['English'],"['Action', 'Adventure', 'Drama']","['Sudden Storm Productions', 'FilmNation Entertainment', 'Treehouse Pictures', 'Before the Door Pictures', 'Washington Square Films', 'Black Bear Pictures']",['United States of America']
Limbo,en,0.034259,['English'],"['Adventure', 'Drama', 'Thriller']",[],[]
Namastey London,en,1.840511,"['Italiano', 'हिन्दी']","['Drama', 'Foreign', 'Romance']",[],[]
The Wind That Shakes the Barley,en,6.787967,"['English', 'Gaeilge', 'Latin']","['Drama', 'History', 'War']","['BIM Distribuzione', 'Matador Pictures', 'Diaphana Films', 'Bórd Scannán na hÉireann', 'Element Films', 'UK Film Council', 'Pathé Distribution', 'Irish Film Board', 'Tornasol Films', 'Sixteen Films', 'Regent Capital', 'EMC Produktion', 'Cinéart', 'TV3 Television Network Ireland', 'Filmcoopi Zürich', 'Oil Flick Films No.2']","['Ireland', 'United Kingdom', 'Germany', 'Italy', 'Spain', 'France', 'Belgium', 'Switzerland']"
Yeh Jawaani Hai Deewani,hi,3.353176,['हिन्दी'],['Romance'],['Dharma Productions'],['India']
Quo Vadis,en,7.973109,['English'],"['Drama', 'History', 'Romance']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America']
Repo! The Genetic Opera,en,5.897479,['English'],"['Horror', 'Comedy', 'Music', 'Science Fiction']","['Lions Gate Films', 'Twisted Pictures']",['United States of America']
Kurtlar vadisi - Irak,tr,1.465762,"['العربية', 'English', '', 'Türkçe']","['Adventure', 'Drama', 'Action']",['Pana Film'],['Turkey']
Pulp Fiction,en,121.463076,"['English', 'Español', 'Français']","['Thriller', 'Crime']","['Miramax Films', 'A Band Apart', 'Jersey Films']",['United States of America']
The Muppet Movie,en,10.639916,['English'],"['Adventure', 'Comedy', 'Family']","['Incorporated Television Company', 'Henson Associates (HA)']",['United States of America']
Nightcrawler,en,89.095538,['English'],"['Crime', 'Drama', 'Thriller']","['Bold Films', 'Sierra / Affinity']",['United States of America']
Club Dread,en,2.62082,['English'],"['Comedy', 'Horror']","['Fox Searchlight Pictures', 'Broken Lizard Industries', 'Coconut Pete Productions']",['United States of America']
The Sound of Music,en,37.960289,"['English', 'Français', 'Italiano']","['Drama', 'Family', 'Music', 'Romance']","['Twentieth Century Fox Film Corporation', 'Robert Wise Productions', 'Argyle Enterprises']",['United States of America']
Splash,en,21.735068,"['English', 'Italiano']","['Comedy', 'Fantasy', 'Romance']",['Touchstone Pictures'],['United States of America']
Little Miss Sunshine,en,14.793177,['English'],"['Comedy', 'Drama']","['Fox Searchlight Pictures', 'Bona Fide Productions', 'Big Beach Films']",['United States of America']
Stand by Me,en,51.109279,['English'],"['Crime', 'Drama']","['Columbia Pictures', 'Act III Communications', 'The Body', 'Act III']",['United States of America']
28 Days Later,en,45.490374,"['Español', 'English']","['Horror', 'Thriller', 'Science Fiction']","['DNA Films', 'British Film Council']",['United Kingdom']
You Got Served,en,3.804597,['English'],['Drama'],[],['United States of America']
Escape from Alcatraz,en,26.356697,['English'],"['Crime', 'Drama']","['Paramount Pictures', 'Malpaso Company']",['United States of America']
Brown Sugar,en,3.501158,[],"['Comedy', 'Romance']",[],[]
A Thin Line Between Love and Hate,en,2.088251,['English'],"['Comedy', 'Thriller', 'Crime', 'Romance']","['New Line Cinema', 'Savoy Pictures']",['United States of America']
50/50,en,33.372828,['English'],"['Comedy', 'Drama']","['Summit Entertainment', 'Mandate Pictures']",['United States of America']
Shutter,en,8.864368,"['English', '日本語']","['Horror', 'Mystery', 'Thriller']","['Regency Enterprises', 'Vertigo Entertainment', 'Ozla Pictures', 'New Regency Pictures']",['United States of America']
That Awkward Moment,en,37.821106,['English'],"['Comedy', 'Romance']",['Treehouse Pictures'],['United States of America']
Modern Problems,en,4.293706,['English'],['Comedy'],[],[]
Kicks,en,3.467923,['English'],['Adventure'],"['Bystorm Films', 'Animal Kingdom', 'Bow and Arrow Entertainment']",['United States of America']
Much Ado About Nothing,en,10.19377,['English'],"['Drama', 'Comedy', 'Romance']","['Renaissance Films', 'American Playhouse Theatrical Films']","['United Kingdom', 'United States of America']"
On Her Majesty's Secret Service,en,25.289665,"['English', 'Deutsch']","['Adventure', 'Action', 'Thriller']","['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']"
New Nightmare,en,14.730796,['English'],"['Horror', 'Thriller', 'Mystery', 'Fantasy']",['New Line Cinema'],['United States of America']
Drive Me Crazy,en,4.482714,['English'],"['Drama', 'Comedy', 'Romance', 'Family']","['Twentieth Century Fox Film Corporation', 'Grand March Productions', 'Amy Robinson Productions']",['United States of America']
Akeelah and the Bee,en,4.932893,['English'],['Drama'],"['Lions Gate Films', '2929 Productions', 'Out of the Blue... Entertainment', 'Starbucks Entertainment', 'Cinema Gypsy Productions']",['United States of America']
Half Baked,en,7.894489,"['English', 'Türkçe']","['Comedy', 'Crime']",['Universal Pictures'],['United States of America']
New in Town,en,13.987772,"['English', 'Español']",['Comedy'],"['Lionsgate', 'Edmonds Entertainment Group (EEG)', 'Epidemic Pictures', 'The Safran Company', 'Gold Circle Films']","['Canada', 'United States of America']"
American Psycho,en,45.310443,"['English', 'Español', '广州话 / 廣州話']","['Thriller', 'Drama', 'Crime']","['Lions Gate Films', 'Edward R. Pressman Film', 'Muse Productions']","['Canada', 'United States of America']"
The Good Girl,en,9.799177,['English'],"['Drama', 'Comedy', 'Romance']","['Fox Searchlight Pictures', 'Hungry Eye Lowland Pictures B.V.', 'Flan de Coco Films']","['Netherlands', 'Germany', 'United States of America']"
Bon Cop Bad Cop,fr,5.069095,"['English', 'Français']","['Action', 'Comedy', 'Crime']","['Park Ex Pictures', 'Sortie 22']",['Canada']
The Boondock Saints II: All Saints Day,en,13.517017,"['English', 'Italiano', 'Español']","['Action', 'Thriller', 'Crime']","['Chris Brinker Productions', 'Stage 6 Films']",['United States of America']
The City of Your Final Destination,en,1.353971,"['English', 'Deutsch', 'Polski']",['Drama'],['Hyde Park Films'],['United States of America']
Enough Said,en,14.969093,['English'],"['Comedy', 'Drama', 'Romance']",['Fox Searchlight Pictures'],['United States of America']
Easy A,en,45.395839,['English'],['Comedy'],"['Screen Gems', 'Olive Bridge Entertainment']",['United States of America']
The Inkwell,en,0.269661,['English'],"['Comedy', 'Drama', 'Romance']",['Touchstone Pictures'],['United States of America']
Shadow of the Vampire,en,5.93923,"['English', 'Deutsch']","['Drama', 'Horror']",['Saturn Films'],['United States of America']
Prom,en,11.837067,['English'],['Comedy'],"['Walt Disney Pictures', 'Rickshaw Productions']",['United States of America']
The Pallbearer,en,2.149469,['English'],"['Comedy', 'Romance']","['Miramax Films', 'The Chess Club']",['United States of America']
Held Up,en,1.569449,"['English', 'Italiano', 'Português', 'Español']",['Comedy'],[],['United States of America']
Woman on Top,en,3.535789,"['Português', 'English']","['Comedy', 'Drama', 'Romance']",['Fox Searchlight Pictures'],['United States of America']
Howards End,en,5.897391,"['English', 'Deutsch']","['Drama', 'Romance']","['Merchant Ivory Productions', 'The Criterion Collection']",['United Kingdom']
Anomalisa,en,21.024346,['English'],"['Animation', 'Comedy', 'Drama', 'Romance']",['Starburns Industries'],['United States of America']
Another Year,en,7.235794,['English'],"['Comedy', 'Drama']","['Film4', 'Thin Man Films']",['United Kingdom']
8 femmes,fr,8.204829,['Français'],"['Comedy', 'Thriller', 'Music', 'Crime', 'Mystery']","['France 2 Cinéma', 'Fidélité Productions', 'Le Studio Canal+', 'Centre National de la Cinématographie', 'Gimages 5', 'Mars Films']","['France', 'Italy']"
Showdown in Little Tokyo,en,8.403859,"['日本語', 'English']","['Action', 'Thriller']","['Original Pictures', 'Warner Bros.']",['United States of America']
Clay Pigeons,en,4.221313,['English'],"['Comedy', 'Crime', 'Drama', 'Thriller']","['Intermedia Films', 'IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG', 'Fade In Films']","['Germany', 'United States of America']"
It's Kind of a Funny Story,en,13.143045,['English'],"['Comedy', 'Drama']",['Focus Features'],['United States of America']
Made in Dagenham,en,6.138802,['English'],"['Comedy', 'Drama', 'History']","['BBC Films', 'HanWay Films', 'UK Film Council', 'Audley Films LLP', 'Lipsync Productions', 'Number 9 Films', 'BMS Finance']",['United Kingdom']
And When Did You Last See Your Father?,en,1.939054,['English'],['Drama'],"['Intandem Films', 'Film4', 'Number 9 Films', 'Tiger Aspect Pictures', 'Father Features', 'Audley Films', 'Comptom Investments']","['Ireland', 'United Kingdom']"
Prefontaine,en,8.717235,['English'],"['Drama', 'Romance']",['Hollywood Pictures'],['United States of America']
The Wicked Lady,en,0.289433,['English'],"['Drama', 'Adventure']","['Cannon Group', 'London-Cannon Films', 'Metro-Goldwyn-Mayer (MGM)', 'Dawn Property Company']",['United Kingdom']
The Secret of Kells,en,10.621353,['English'],"['Animation', 'Family', 'Fantasy']","['Gébéka Films', 'Cartoon Saloon']","['Belgium', 'France', 'Ireland']"
Begin Again,en,35.735689,['English'],"['Comedy', 'Music', 'Romance', 'Drama']","['Likely Story', 'Apatow Productions', 'Exclusive Media Group', 'Sycamore Pictures']",['United States of America']
Down in the Valley,en,7.433574,"['English', 'Italiano']","['Drama', 'Romance']",['Class 5 Films'],['United States of America']
Brooklyn Rules,en,4.090382,['English'],"['Drama', 'Action', 'Thriller']",['City Light Films'],['United States of America']
Restless,en,0.812776,['English'],"['TV Movie', 'Romance', 'Drama']","['British Broadcasting Corporation (BBC)', 'Sundance Channel', 'Endor Productions']",['United Kingdom']
The Singing Detective,en,6.335881,['English'],"['Comedy', 'Music', 'Mystery', 'Crime']","['Icon Productions', 'Haft Entertainment', 'Paramount Classics', 'Airborne Productions']",['United States of America']
The Land Girls,en,1.278092,['English'],"['Drama', 'Romance', 'War']","['Channel Four Films', 'Intermedia Films', 'Greenpoint Films']","['United Kingdom', 'France']"
Fido,en,5.244518,['English'],"['Romance', 'Comedy', 'Drama', 'Horror']","['Lions Gate Films', 'Astral Media', 'Anagram Pictures Inc.']",['Canada']
The Wendell Baker Story,en,1.265683,['English'],"['Comedy', 'Drama', 'Romance']",[],"['Germany', 'United States of America']"
Wild Target,en,10.791954,['English'],"['Action', 'Comedy']","['Matador Pictures', 'Isle of Man Film', 'Magic Light Pictures', 'CinemaNX', 'Cinema Four', 'Regent Capital', 'Entertainment Film Distributors']","['France', 'United Kingdom']"
Pathology,en,9.782433,['English'],"['Crime', 'Horror', 'Thriller']","['Lakeshore Entertainment', 'Metro-Goldwyn-Mayer (MGM)', 'Camelot Pictures']",['United States of America']
Wuthering Heights,en,4.409263,['English'],['Drama'],[],[]
10th & Wolf,en,3.942464,['English'],"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",['Thinkfilm'],['United States of America']
Dear Wendy,en,2.597665,['English'],"['Comedy', 'Crime', 'Drama', 'Romance']","['Zentropa Entertainments', 'Nimbus Film Productions', 'Lucky Punch']","['Denmark', 'France', 'United Kingdom']"
Aloft,en,6.500835,"['Français', 'English']",['Drama'],"['Arcadia Motion Pictures', 'Wanda Visión S.A.', 'Buffalo Gal Pictures']","['France', 'United States of America', 'Spain']"
アキラ,ja,39.338097,['日本語'],"['Science Fiction', 'Animation']","['Bandai Visual Company', 'Toho Company', 'Mainichi Broadcasting System (MBS)', 'Kodansha', 'Tokyo Movie Shinsha (TMS)', 'TMS Entertainment', 'Akira Committee Company Ltd.', 'Sumitomo Corporation']",['Japan']
The Death and Life of Bobby Z,en,12.893219,['English'],"['Drama', 'Action', 'Thriller', 'Crime']","['Eclectic pictures', 'Millennium Films']","['Germany', 'United States of America']"
Maurice Richard,fr,0.983484,"['English', 'Français']",['Drama'],[],['Canada']
Swelter,en,2.214925,['English'],"['Action', 'Drama', 'Thriller']","['Grand Peaks Entertainment', 'Exchange Peaks Film Capital', 'Film Invaders']",['United States of America']
非常幸运,zh,1.86453,['普通话'],"['Comedy', 'Romance']",['Bona International Film Group'],['China']
Imagine Me & You,en,9.100352,['English'],"['Drama', 'Comedy', 'Romance']","['BBC Films', 'Filmstiftung Nordrhein-Westfalen', 'X-Filme Creative Pool', 'Ealing Studios', 'Fragile Films', 'Focus Features', 'RTL', 'Cougar Films Ltd.', 'Minotaur Film Partnership No. 3']","['Germany', 'United Kingdom', 'United States of America']"
Mr. Church,en,7.828459,['English'],['Drama'],"['Envision Media Arts', 'Cinelou Films', 'Shenghua Entertainment']",['United States of America']
Swimming Pool,en,11.000654,"['English', 'Français']","['Thriller', 'Crime']","['France 2 Cinéma', 'Canal Plus', 'Fidélité Productions', 'Gimages', 'FOZ', 'Headforce Ltd.']","['France', 'United Kingdom']"
Green Street Hooligans: Underground,en,5.0005,['English'],"['Action', 'Drama']",['Tea Shop & Film Company'],['United States of America']
The Blood of Heroes,en,6.41678,['English'],"['Action', 'Adventure', 'Science Fiction']","['Handistom Investment', 'Kings Road Entertainment', 'Kamisha Corporation']","['United States of America', 'Australia']"
Code of Honor,en,2.101718,"['English', 'Deutsch']","['Action', 'Crime', 'Thriller']","['Steamroller Productions', 'Premiere Entertainment Group']",['United States of America']
Driving Miss Daisy,en,19.585801,"['English', 'Magyar', 'Polski']","['Comedy', 'Drama']","['The Zanuck Company', 'Majestic Films International']",['United States of America']
Soul Food,en,4.105363,"['Italiano', 'English']","['Comedy', 'Drama']","['Fox 2000 Pictures', 'Edmonds Entertainment Group (EEG)']",['United States of America']
紅番區,cn,17.318839,"['广州话 / 廣州話', 'English']","['Crime', 'Action', 'Comedy', 'Thriller']","['New Line Cinema', 'Golden Harvest Company']",['Hong Kong']
Loin des hommes,fr,3.363973,"['العربية', 'Français', 'Español']","['Drama', 'War']","['Procirep', 'Canal+', 'One World Films', 'Pathé', 'Ciné+', 'Centre National de la Cinématographie (CNC)', 'Media Programme of the European Community', 'Backup Media', 'Cinémage 8', 'Indéfilms 2', 'Perceval Pictures', 'Kaléo Films', 'Jouror Développement', 'B Media 2012', 'SofiTVCiné', 'Dévelopimage 2', 'Ciclic - Région Centre']",['France']
Thank You for Smoking,en,29.01153,['English'],"['Comedy', 'Drama']","['Fox Searchlight Pictures', 'Room 9 Entertainment']",['United States of America']
Hostel: Part II,en,20.745052,"['English', 'Polski']",['Horror'],"['Lions Gate Films', 'Next Entertainment', 'Screen Gems']",['United States of America']
An Education,en,16.990308,['English'],"['Drama', 'Romance']",['BBC Films'],"['United Kingdom', 'United States of America']"
Shopgirl,en,4.820166,"['English', 'Polski']","['Comedy', 'Drama', 'Romance']","['Epsilon Motion Pictures', 'Hyde Park Films', 'Shopgirl', 'Touchstone Pictures']",['United States of America']
The Hotel New Hampshire,en,2.226412,['English'],"['Comedy', 'Drama']","['Orion Pictures', 'Woodfall Film Productions', 'Filmline Productions']","['Canada', 'United Kingdom', 'United States of America']"
Narc,en,8.526635,"['English', 'Deutsch', 'Polski']","['Action', 'Crime', 'Drama', 'Thriller']","['Paramount Pictures', 'Lions Gate Films', 'Cruise/Wagner Productions']","['Canada', 'United States of America']"
Men with Brooms,en,1.369528,['English'],['Comedy'],[],['Canada']
Witless Protection,en,1.82184,['English'],"['Action', 'Adventure', 'Comedy', 'Crime']",['Parallel Films'],['United States of America']
The Work and the Glory,en,0.571663,['English'],"['Drama', 'Romance']",[],[]
Extract,en,14.652342,['English'],['Comedy'],['Miramax Films'],['United States of America']
Masked and Anonymous,en,1.71729,['English'],"['Drama', 'Music']","['BBC Films', 'Intermedia Films']","['United States of America', 'United Kingdom']"
Betty Fisher et autres histoires,fr,0.024186,['Français'],"['Drama', 'Thriller', 'Crime', 'Foreign']",[],[]
Code 46,en,8.859657,['English'],"['Drama', 'Romance', 'Science Fiction', 'Thriller']",['BBC Films'],['United Kingdom']
Outside Bet,en,0.086731,['English'],['Comedy'],[],['United Kingdom']
Albert Nobbs,en,7.802245,"['English', 'Français']",['Drama'],['Chrysalis Films'],"['United Kingdom', 'Ireland']"
Black November,en,1.589693,[],"['Drama', 'Action', 'Crime']",['Wells & Jeta Entertainment'],"['United States of America', 'Nigeria']"
Ta Ra Rum Pum,hi,0.553752,"['English', 'हिन्दी']","['Family', 'Comedy', 'Romance']",['Yash Raj Films'],['India']
Persepolis,fr,24.281951,"['English', 'Français', 'Deutsch', 'فارسی']","['Animation', 'Drama']","['Sony Pictures Classics', 'Procirep', 'Soficinéma', 'France 3 Cinéma', 'Diaphana Films', 'Sofica Europacorp', 'Celluloid Dreams', 'The Kennedy/Marshall Company', 'Région Ile-de-France', 'Centre National de la Cinématographie (CNC)', 'Fondation GAN pour le Cinéma', '2.4.7. Films', 'French Connection Animations', ""Société des Producteurs de L'Angoa""]","['France', 'United States of America']"
The Hole,en,9.983004,['English'],"['Thriller', 'Adventure', 'Fantasy']","['Bold Films', 'BenderSpink']",['United States of America']
Die Welle,de,25.281197,['Deutsch'],"['Drama', 'Thriller']",['Constantin Film Produktion'],['Germany']
The Neon Demon,en,38.150787,['English'],"['Thriller', 'Horror']","['Bold Films', 'Amazon Studios', 'Vendian Entertainment', 'Space Rocket Nation']","['Denmark', 'France', 'United States of America']"
Harry Brown,en,16.829837,['English'],"['Thriller', 'Crime', 'Drama', 'Action']","['HanWay Films', 'UK Film Council', 'Marv Films']",['United Kingdom']
The Omega Code,en,1.288173,"['English', 'Italiano']","['Horror', 'Thriller']",['Code Productions'],[]
Juno,en,19.782725,['English'],"['Comedy', 'Drama', 'Romance']","['Fox Searchlight Pictures', 'Mandate Pictures']",['United States of America']
Pound of Flesh,en,4.943588,['English'],['Action'],"['Odyssey Media', 'Rodin Entertainment', 'Ace Film Company', 'Chunqiu Time Culture Co.']",['Canada']
Diamonds Are Forever,en,34.634181,"['English', 'Deutsch']","['Adventure', 'Action', 'Thriller']","['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']"
The Godfather,en,143.659698,"['English', 'Italiano', 'Latin']","['Drama', 'Crime']","['Paramount Pictures', 'Alfran Productions']",['United States of America']
Flashdance,en,18.422323,"['English', 'Português']","['Drama', 'Music', 'Romance']",['Paramount Pictures'],['United States of America']
(500) Days of Summer,en,45.610993,"['English', 'Français', 'svenska']","['Comedy', 'Drama', 'Romance']","['Fox Searchlight Pictures', 'Watermark', 'Dune Entertainment III']",['United States of America']
The Piano,en,17.681707,"['English', '']","['Drama', 'Romance']","['New South Wales Film & Television Office', 'The Australian Film Commission', 'CiBy 2000', 'Jan Chapman Productions']","['New Zealand', 'Australia', 'France']"
Magic Mike,en,35.897151,['English'],"['Drama', 'Comedy']","['Extension 765', 'Iron Horse Entertainment (II)']",['United States of America']
Darkness Falls,en,11.199544,['English'],"['Thriller', 'Horror']","['Village Roadshow Pictures', 'Revolution Studios', 'Distant Corners Entertainment Group Inc.', 'Blue Star Productions', 'Morningstar Films']","['Australia', 'United States of America']"
Live and Let Die,en,30.465138,"['English', 'Magyar']","['Adventure', 'Action', 'Thriller']","['United Artists', 'Eon Productions', 'Danjaq']",['United Kingdom']
My Dog Skip,en,5.675535,['English'],"['Comedy', 'Drama', 'Family']","['Alcon Entertainment', 'Warner Bros.']",['United States of America']
"Definitely, Maybe",en,29.173266,['English'],"['Comedy', 'Romance']","['Universal Pictures', 'StudioCanal', 'Working Title Films', 'Ringerike Erste Filmproduktion']","['France', 'Germany', 'United Kingdom', 'United States of America']"
Jumping the Broom,en,4.492455,['English'],['Comedy'],"['TriStar Pictures', 'Stage 6 Films', 'Sony Pictures Worldwide Acquisitions (SPWA)', 'TDJ Enterprises / New Dimensions Entertainment', 'Our Stories Films']",['United States of America']
"Good Night, and Good Luck.",en,17.717681,['English'],"['Drama', 'History']","['2929 Productions', 'Participant Productions', 'Warner Independent Pictures (WIP)', 'Davis Films', 'Section Eight Productions', 'Redbus Pictures', 'Tohokushinsha']","['France', 'Japan', 'United Kingdom', 'United States of America']"
Capote,en,17.434862,['English'],"['Crime', 'Drama']","['Sony Pictures Classics', ""Cooper's Town Productions"", 'Eagle Vision Inc.', 'Manitoba Film and Video Production Tax Credit', 'Province of British Columbia Production Services Tax Credit', 'Infinity Media', 'A-Line Pictures']","['Canada', 'United States of America']"
Desperado,en,25.511217,['English'],"['Thriller', 'Action', 'Crime']","['Columbia Pictures', 'Los Hooligans Productions']",['United States of America']
Logan's Run,en,12.268143,['English'],"['Adventure', 'Action', 'Romance', 'Science Fiction']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America']
The Man with the Golden Gun,en,30.214716,"['ภาษาไทย', '广州话 / 廣州話', 'English']","['Adventure', 'Action', 'Thriller']","['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']"
Action Jackson,en,6.872784,"['English', 'Français']","['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']","['Silver Pictures', 'Lorimar Motion Pictures']",['United States of America']
The Descent,en,23.413188,['English'],"['Adventure', 'Horror']","['Celador Films', 'Pathé', 'Northmen Productions']",['United Kingdom']
Michael Jordan to the Max,en,1.830306,['English'],['Documentary'],['IMAX'],['United States of America']
Devil's Due,en,14.741589,['English'],['Horror'],"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'TSG Entertainment']",['United States of America']
Flirting with Disaster,en,5.500324,['English'],"['Comedy', 'Romance']",['Miramax Films'],['United States of America']
The Devil's Rejects,en,16.754452,"['Español', 'English']","['Drama', 'Horror', 'Crime']","['Lions Gate Films', 'Cinerenta Medienbeteiligungs KG', 'Firm Films', 'Cinelamda Internationale Filmproduktionsgesellschaft']","['Germany', 'United States of America']"
Dope,en,29.761163,['English'],"['Crime', 'Drama', 'Comedy']","[""Forest Whitaker's Significant Productions"", 'Revolt Films', 'IamOTHER Entertainment']",['United States of America']
In Too Deep,en,2.772178,"['Italiano', 'English', 'Pусский']","['Drama', 'Action', 'Thriller', 'Crime']",['Suntaur Entertainment Company'],['United States of America']
House of 1000 Corpses,en,19.301432,['English'],['Horror'],"['Universal Pictures', 'Spectacle Entertainment Group']",['United States of America']
Alien Zone,en,0.000372,['English'],"['Horror', 'Action', 'Thriller', 'Science Fiction']",[],['United States of America']
A Serious Man,en,23.612409,"['English', 'עִבְרִית', '']","['Comedy', 'Drama']","['Mike Zoss Productions', 'Studio Canal', 'Relativity Media', 'Focus Features', 'Working Title Films']","['United States of America', 'United Kingdom', 'France']"
Get Low,en,6.557643,"['English', 'Français']","['Comedy', 'Drama', 'Mystery']","['K5 International', 'Zanuck Independent', 'David Gundlach Productions']",['United States of America']
Warlock,en,9.887662,['English'],"['Adventure', 'Comedy', 'Fantasy', 'Horror']",['New World Pictures'],['United States of America']
Beyond the Lights,en,8.079046,['English'],"['Romance', 'Drama']","['Relativity Media', 'Homegrown Pictures', 'Black Entertainment Television (BET)', 'Relativity Sports', 'Undisputed Cinema']",['United States of America']
A Single Man,en,21.626288,"['English', 'Español']","['Drama', 'Romance']","['Depth of Field', 'Artina Films', 'Fade to Black Productions']",['United States of America']
The Last Temptation of Christ,en,14.672151,['English'],['Drama'],"['Universal Pictures', 'Cineplex-Odeon Films']","['United States of America', 'Canada']"
Outside Providence,en,2.627232,['English'],"['Romance', 'Comedy', 'Drama']","['Miramax Films', 'Eagle Beach Productions']",['United States of America']
Bride & Prejudice,en,12.150871,"['English', 'हिन्दी', 'Magyar', 'Italiano', 'ਪੰਜਾਬੀ', 'Español']","['Drama', 'Comedy', 'Music', 'Romance']",[],"['United Kingdom', 'United States of America']"
